날짜,시가,고가,저가,거래량,등락률,RSI,기관합계,기타법인,개인,외국인합계,종가
2024-02-26,117000,120799,116799,1018240,-0.5059021922428331,49.41539392300252,-3235611000.0,328916000.0,325965000.0,2580730000.0,118000
2024-02-27,119600,121800,115800,1566780,-1.864406779661017,47.04462773681302,-5773953000.0,830924000.0,25115925000.0,-20172896000.0,115800
2024-02-28,119800,123800,117000,3578990,1.5544041450777202,49.19240674408964,7254329000.0,586318000.0,-21034912000.0,13194265000.0,117600
2024-02-29,118800,123599,117200,2223590,5.1020408163265305,55.649557859931186,2098930000.0,141999000.0,-41126114000.0,38885185000.0,123600
2024-03-04,124799,127400,122400,2119830,2.4271844660194173,58.4902069208307,19501542000.0,266549000.0,-24833782000.0,5065691000.0,126600
2024-03-05,123799,125600,121000,1747125,-4.423380726698262,51.818241917982654,-10966521000.0,3056435000.0,54663190000.0,-46753104000.0,121000
2024-03-06,119200,122600,118400,1105050,-1.1570247933884297,50.27426423977835,-7968365000.0,295075000.0,1938783000.0,5734507000.0,119600
2024-03-07,119800,122000,118000,997405,0.33444816053511706,50.72600858571795,-5183634000.0,669120000.0,7106663000.0,-2592149000.0,120000
2024-03-08,120200,121400,117200,1265185,-1.5,48.58692328372451,-4512314000.0,-1252941000.0,8065231000.0,-2299976000.0,118200
2024-03-11,118200,119400,117000,800140,-1.015228426395939,47.15915780329893,-2940186000.0,172807000.0,160213000.0,2607166000.0,117000
2024-03-12,117800,124000,117600,1813015,5.128205128205128,54.37798476742261,35490000.0,3607784000.0,-45818458000.0,42175184000.0,123000
2024-03-13,123600,123799,121600,950420,-0.4878048780487805,53.58955728614038,273983000.0,-951047000.0,-7215000000.0,7892064000.0,122400
2024-03-14,121400,121800,119400,857595,-0.49019607843137253,52.765656954134876,2085550000.0,225865000.0,1572590000.0,-3884005000.0,121800
2024-03-15,120000,120400,119000,795295,-1.3136288998357963,50.53447158655577,-4331212000.0,-4146565000.0,14488226000.0,-6010449000.0,120200
2024-03-18,120000,123400,120000,883435,2.329450915141431,54.185459308616004,9290452000.0,790017000.0,-33223316000.0,23142847000.0,123000
2024-03-19,124200,124400,120399,822400,-0.6504065040650406,52.982213230320326,-4745113000.0,-1117742000.0,16315870000.0,-10453015000.0,122200
2024-03-20,122200,124000,121000,591520,-0.6546644844517185,51.74477680118012,-2207186000.0,1025673000.0,4506960000.0,-3325447000.0,121400
2024-03-21,122600,125000,122400,1197025,1.6474464579901154,54.59958735259823,5503708000.0,-1541658000.0,-41093972000.0,37131922000.0,123400
2024-03-22,123200,129000,122600,1528505,1.7828200972447326,57.57298382999636,662554000.0,3306668000.0,-29631353000.0,25662131000.0,125600
2024-03-25,126200,130000,125199,1564680,2.229299363057325,61.06778276181789,9957474000.0,-828427000.0,-39159034000.0,30029987000.0,128400
2024-03-26,129800,129800,127400,1039550,0.46728971962616817,61.794037128204195,8514772000.0,-1855158000.0,-16735828000.0,10076214000.0,129000
2024-03-27,130200,135400,129600,2616510,4.496124031007752,68.00696708869219,16912717000.0,91520000.0,-70916093000.0,53911856000.0,134800
2024-03-28,136000,136000,131000,1496040,-2.3738872403560833,62.01500874011737,6529310000.0,-801868000.0,11137182000.0,-16864624000.0,131600
2024-03-29,129400,130200,126000,1406560,-3.7993920972644375,54.00787346517712,-21263834000.0,-363581000.0,40638925000.0,-19011510000.0,126600
2024-04-01,125400,131400,125400,1129390,0.1579778830963665,54.26226326961762,1718207000.0,-756949000.0,-8050883000.0,7089625000.0,126800
2024-04-02,125800,129400,121199,2051475,-3.7854889589905363,47.47524045456383,-5150415000.0,-3776382000.0,20481300000.0,-11554503000.0,122000
2024-04-03,117200,119000,113000,4349030,-7.213114754098362,38.07311687601896,-6985159000.0,-1956760000.0,33502727000.0,-24560808000.0,113200
2024-04-04,113400,114600,108400,2867345,-0.35335689045936397,37.707564786655574,-2867310000.0,-264832000.0,-3151150000.0,6283292000.0,112800
2024-04-05,112200,114600,109600,1786105,-2.4822695035460995,35.16253024728702,-3910928000.0,-621444000.0,-2619787000.0,7152159000.0,110000
2024-04-08,102800,105800,100600,5375210,-6.0,30.019296193621287,-469599000.0,1089055000.0,-14920897000.0,14301441000.0,103400
2024-04-09,0,0,0,0,0.0,30.019296193621287,,,,,103400
2024-04-11,0,0,0,0,0.0,30.019296193621287,,,,,103400
2024-04-12,0,0,0,0,0.0,30.019296193621287,,,,,103400
2024-04-15,0,0,0,0,0.0,30.019296193621287,,,,,103400
2024-04-16,0,0,0,0,0.0,30.019296193621287,,,,,103400
2024-04-17,0,0,0,0,0.0,30.019296193621287,,,,,103400
2024-04-18,0,0,0,0,0.0,30.019296193621287,,,,,103400
2024-04-19,0,0,0,0,0.0,30.019296193621287,,,,,103400
2024-04-22,0,0,0,0,0.0,30.019296193621287,,,,,103400
2024-04-23,0,0,0,0,0.0,30.019296193621287,,,,,103400
2024-04-24,0,0,0,0,0.0,30.019296193621287,,,,,103400
2024-04-25,114300,115400,105800,6043419,4.545454545454546,44.17041278599783,-11219010200.0,-2785346300.0,72210054900.0,-58205698400.0,108100
2024-04-26,108400,109200,104500,1945509,-1.942645698427382,40.25367860410013,416157900.0,-702032300.0,22483606800.0,-22197732400.0,106000
2024-04-29,105000,106700,103100,1739206,0.0,40.253678604100116,4202061400.0,808942800.0,-3192494200.0,-1818510000.0,106000
2024-04-30,108500,110400,106100,2139470,0.18867924528301888,40.833175308596154,-1420198100.0,-394576600.0,4608717400.0,-2793942700.0,106200
2024-05-02,105000,106200,104000,787087,-1.977401129943503,36.79736703017378,-21185800.0,-237047700.0,2148408100.0,-1890174600.0,104100
2024-05-03,105200,106800,101200,1626095,-2.689721421709894,32.22414583239244,4186737700.0,536817200.0,9156303400.0,-13879858300.0,101300
2024-05-07,101400,102300,99700,1261098,-0.7897334649555774,31.03726913173402,10571850100.0,29910100.0,-12132153800.0,1530393600.0,100500
2024-05-08,100000,101200,99200,1049273,0.5970149253731344,33.02956242685845,-1141283300.0,-145802700.0,-9140973600.0,10428059600.0,101100
2024-05-09,100800,100800,99000,1024188,-2.0771513353115725,29.786124770150437,-4863944800.0,-78084700.0,12473638800.0,-7531609300.0,99000
2024-05-10,99400,100400,97900,958790,-0.8080808080808081,28.63262049857005,1854815200.0,-214394600.0,-8174696800.0,6534276200.0,98200
2024-05-13,98300,98700,95000,1316552,-3.2586558044806515,24.539006790773712,1682000800.0,-2188627200.0,2635972800.0,-2129346400.0,95000
2024-05-14,95600,100400,95500,2257373,3.052631578947368,33.77904755014099,-156128400.0,-366761600.0,-12490677000.0,13013567000.0,97900
2024-05-16,98600,101000,97400,1440646,2.96220633299285,41.49405032431418,3069914700.0,207813200.0,-29423703500.0,26145975600.0,100800
2024-05-17,101100,103000,99700,1168050,-1.0912698412698412,39.60903744075591,14461914700.0,909297400.0,-2271484000.0,-13099728100.0,99700
2024-05-20,100600,101200,99000,747910,0.0,39.60903744075591,9359037400.0,481117100.0,-4805100500.0,-5035054000.0,99700
2024-05-21,99100,99300,96000,1191307,-3.4102306920762286,34.06207535383167,1713416400.0,-118980800.0,4464374200.0,-6058809800.0,96300
2024-05-22,97600,98800,96000,855399,0.9345794392523363,36.59337647724978,2915936800.0,137149700.0,-15078281200.0,12025194700.0,97200
2024-05-23,96200,97500,95400,673359,-0.411522633744856,35.93313050881663,3857916300.0,-1193914300.0,-7092500200.0,4428498200.0,96800
2024-05-24,95400,96100,93800,1086913,-2.8925619834710745,31.63086624321933,1655810000.0,-1383600.0,10226328900.0,-11880755300.0,94000
2024-05-27,94100,98600,90800,2566944,3.5106382978723407,40.649973247557156,7925490900.0,-5150439100.0,-8612967800.0,5837916000.0,97300
2024-05-28,97600,98400,94700,1032993,-2.672147995889003,36.55802375693314,-4865198800.0,-245934100.0,7123194700.0,-2012061800.0,94700
2024-05-29,93600,94400,90300,1443581,-4.646251319957761,30.890879304658924,-1280346000.0,-417353200.0,12444961900.0,-10747262700.0,90300
2024-05-30,89000,93200,89000,1362862,-0.22148394241417496,30.658235904723497,7280851900.0,-7753422800.0,-6616754200.0,7089325100.0,90100
2024-05-31,90500,94400,88400,2569476,4.772475027746948,40.954313060928925,3590683400.0,-607701500.0,-17793315500.0,14810333600.0,94400
2024-06-03,93800,96400,92400,1087783,-1.1652542372881356,39.344876005756895,1562181600.0,1885529700.0,-1765965100.0,-1681746200.0,93300
2024-06-04,93400,99200,93100,2013995,3.322615219721329,45.80827568549273,-270907100.0,2407282700.0,-15168556400.0,13032180800.0,96400
2024-06-05,96400,101900,96300,2359278,4.356846473029045,53.100122053856516,3813027800.0,2839469000.0,-22795659600.0,16143162800.0,100600
2024-06-07,101400,109200,99600,4378368,6.858846918489066,62.11829469295653,1370889200.0,10442922100.0,-65313197600.0,53499386300.0,107500
2024-06-10,108000,108000,102100,2164746,-3.5348837209302326,55.7593673957049,-1297671100.0,752913200.0,33249946400.0,-32705188500.0,103700
2024-06-11,104500,106300,102500,1401671,-0.5785920925747349,54.805385983477095,1568815800.0,-65058700.0,5047100500.0,-6550857600.0,103100
2024-06-12,102100,104100,100100,965244,-1.7458777885548011,51.93470030422146,2350464100.0,-2662338500.0,2675768600.0,-2363894200.0,101300
2024-06-13,103500,103500,100700,1308162,-0.29615004935834155,51.45098533067979,-11392528800.0,669554000.0,-749544900.0,11472519700.0,101000
2024-06-14,101700,102200,99100,1264340,-1.5841584158415842,48.83836427465293,-4579589500.0,-231323000.0,8998856800.0,-4187944300.0,99400
2024-06-17,98300,100000,97100,1010065,-2.3138832997987926,45.2790026385302,-3152200000.0,84826400.0,5189627300.0,-2122253700.0,97100
2024-06-18,98500,99200,94100,1364513,-3.089598352214212,41.074089293208516,-919998900.0,-88565500.0,5569371400.0,-4560807000.0,94100
2024-06-19,93400,97800,93000,1564674,2.1253985122210417,44.75731554231402,1756275600.0,-1532370700.0,-18805105000.0,18581200100.0,96100
2024-06-20,96000,97000,94000,822867,-2.081165452653486,41.934525904586856,-374287600.0,108097600.0,9147971700.0,-8881781700.0,94100
2024-06-21,92700,95500,92600,959680,-1.381509032943677,40.161471190788404,-2540974500.0,-90298900.0,2391016800.0,240256600.0,92800
2024-06-24,92200,92700,91000,819841,-1.6163793103448276,38.156748308516974,-2659154300.0,-128016500.0,-11817000100.0,14604170900.0,91300
2024-06-25,91300,93100,90500,735054,-0.8762322015334063,37.093282783262396,1659068500.0,559716000.0,6735081000.0,-8953865500.0,90500
2024-06-26,91500,92000,89300,771864,-1.1049723756906076,35.751920380392875,3699546300.0,-567795800.0,9783962900.0,-12915713400.0,89500
2024-06-27,90700,92500,89500,799894,0.11173184357541899,36.00115460626387,-1355528800.0,240095700.0,5220355400.0,-4104922300.0,89600
2024-06-28,89600,92300,88700,987113,0.5580357142857143,37.310626400165006,3670794700.0,-243885700.0,2933680500.0,-6360589500.0,90100
2024-07-01,90500,92200,89100,765321,2.3307436182019976,42.62084199716284,8146272200.0,-68206700.0,-16890527400.0,8812461900.0,92200
2024-07-02,93100,93400,89700,710672,-2.386117136659436,38.90301205419591,-2147122000.0,82536800.0,14527084600.0,-12462499400.0,90000
2024-07-03,91500,97800,91400,3001453,7.666666666666666,52.8074152634498,7796700.0,-725907100.0,-52071338300.0,52789448700.0,96900
2024-07-04,99500,103800,97000,2641317,0.10319917440660474,52.97444817300256,-1355535100.0,1848958100.0,4846287300.0,-5339710300.0,97000
2024-07-05,97000,100700,95000,1275397,1.3402061855670102,55.19461948951128,508872200.0,-98956400.0,1786469600.0,-2196385400.0,98300
2024-07-08,97400,107700,97100,4354627,6.205493387589013,63.82503768504889,5394778600.0,377986200.0,-63412229800.0,57639465000.0,104400
2024-07-09,105000,105600,101000,1759557,-3.065134099616858,57.56125409688668,-6137784300.0,-2161943500.0,39541304700.0,-31241576900.0,101200
2024-07-10,103000,104000,99100,1310889,-1.2845849802371543,55.19153852343012,-3636911900.0,631104400.0,14784716900.0,-11778909400.0,99900
2024-07-11,100700,102700,98300,1664225,-1.6016016016016015,52.33575188778775,-35778416700.0,-1767229600.0,23197925600.0,14347720700.0,98300
2024-07-12,97800,101400,97700,1319701,3.1536113936927768,56.980334383992506,14407607800.0,251666000.0,-18238867400.0,3579593600.0,101400
2024-07-15,102300,103400,99600,1623293,1.5779092702169626,59.19066106697475,16532641800.0,281873500.0,-10988992500.0,-5825522800.0,103000
2024-07-16,101500,102200,97000,1549573,-5.436893203883495,49.58749695642524,-2402675900.0,69226100.0,32848670900.0,-30515221100.0,97400
2024-07-17,97100,98800,94400,1332052,-2.772073921971253,45.734771238627815,3800438900.0,-3677493700.0,-3088628000.0,2965682800.0,94700
2024-07-18,94000,100700,93400,2280655,3.695881731784583,51.0446546704025,5891057100.0,-736288300.0,-32884744400.0,27729975600.0,98200
2024-07-19,98200,100500,97200,1314577,2.1384928716904277,53.9558651116683,-1178278900.0,128865300.0,-1705193800.0,2754607400.0,100300
2024-07-22,99900,100000,95000,1091421,-4.885343968095713,46.94145017813095,789350900.0,-647493500.0,22020382500.0,-22162239900.0,95400
2024-07-23,96600,97200,92900,982037,-2.0964360587002098,44.40402231930139,726638900.0,19846100.0,4964043100.0,-5710528100.0,93400
2024-07-24,92200,95600,92100,786311,-0.5353319057815845,43.76706646724234,104044200.0,-119027800.0,-6544172500.0,6559156100.0,92900
2024-07-25,91500,96300,90700,1283494,3.3369214208826694,48.682159734361036,12508788100.0,-259788500.0,-22784329100.0,10535329500.0,96000
2024-07-26,95500,96400,92500,728133,-1.6666666666666667,46.42661712747246,6567517900.0,77710000.0,1648060100.0,-8293288000.0,94400
2024-07-29,94300,96000,92300,796700,0.7415254237288136,47.57111389357016,4589401500.0,-145492600.0,-12690208200.0,8246299300.0,95100
2024-07-30,94500,98000,94300,1165245,1.0515247108307046,49.23943107934089,2415773300.0,376713300.0,-8328948500.0,5536461900.0,96100
2024-07-31,95200,95200,92200,1028005,-3.954214360041623,43.56625223991931,-2078614100.0,-1905500.0,20571943600.0,-18491424000.0,92300
2024-08-01,93000,94200,90000,1172163,1.4084507042253522,45.86421164645054,-1120790300.0,89530900.0,-8435497700.0,9466757100.0,93600
2024-08-02,91700,94300,91100,819745,-2.564102564102564,42.42925369150361,5725249700.0,-188542700.0,-5889731800.0,353024800.0,91200
2024-08-05,90000,92600,80400,2169450,-11.074561403508772,31.67724306182629,15501464200.0,-198774700.0,-23788011200.0,8485321700.0,81100
2024-08-06,84000,92400,83600,2042681,12.82367447595561,46.66490838197822,13411614500.0,2389743100.0,-39686606900.0,23885249300.0,91500
2024-08-07,90600,92500,88600,1052651,-3.169398907103825,43.78086191531594,-7256680400.0,-81094200.0,27756323000.0,-20418548400.0,88600
2024-08-08,86900,89100,84300,989505,-4.514672686230249,40.09958575179139,-3538929200.0,80753100.0,15322465100.0,-11864289000.0,84600
2024-08-09,88600,92300,87600,1512075,6.973995271867612,47.157468083064124,4752256700.0,135817600.0,-33386854300.0,28498780000.0,90500
2024-08-12,90900,92000,89700,769057,-0.5524861878453038,46.655758360998874,-6608191000.0,264830100.0,18195353400.0,-11851992500.0,90000
2024-08-13,90000,92000,88200,851595,0.2222222222222222,46.89911794102891,69666000.0,93187600.0,-787978400.0,625124800.0,90200
2024-08-14,92800,93300,90500,988674,0.6651884700665188,47.67040179522249,-1258175700.0,764459400.0,440584400.0,53131900.0,90800
2024-08-16,92300,93100,89300,1125901,-1.3215859030837005,46.22430432083527,-2934132900.0,-788659000.0,14944363600.0,-11221571700.0,89600
2024-08-19,88900,89200,85100,1098006,-4.575892857142857,41.58288633982282,-3558400200.0,-207879400.0,12150311900.0,-8384032300.0,85500
2024-08-20,86600,87000,85100,676165,-0.3508771929824561,41.256453181475884,1952074400.0,-229061500.0,1148766900.0,-2871779800.0,85200
2024-08-21,84900,88200,84900,995890,3.286384976525822,45.552591995770015,1741895400.0,-175061600.0,-18344305300.0,16777471500.0,88000
2024-08-22,88800,89700,87400,851377,1.3636363636363635,47.330404758873726,-1386858400.0,-142879000.0,-6058692300.0,7588429700.0,89200
2024-08-23,88100,89300,86500,632205,-2.690582959641256,44.220499672972856,862853000.0,-41779000.0,2264537900.0,-3085611900.0,86800
2024-08-26,87900,88800,86200,540322,0.4608294930875576,44.87066396107426,-2071681800.0,-154209900.0,1113187500.0,1112704200.0,87200
2024-08-27,87000,87900,85600,476337,-0.6880733944954129,44.041413572255586,-2761981200.0,-17086800.0,-1271232200.0,4050300200.0,86600
2024-08-28,86600,87000,83500,692989,-3.117782909930716,40.42123522907972,-1249181700.0,28094900.0,8852795500.0,-7631708700.0,83900
2024-08-29,82900,87000,82900,849704,1.430274135876043,42.67653020195208,-943750800.0,-58618500.0,-7862662600.0,8865031900.0,85100
2024-08-30,85600,86200,84300,566334,0.5875440658049353,43.63395107600294,2751518200.0,-118938700.0,-2615018900.0,-17560600.0,85600
2024-09-02,85800,91500,85700,1987836,5.257009345794392,51.48727147054161,-1166513400.0,-500225300.0,-26927895800.0,28594634500.0,90100
2024-09-03,90400,90700,88600,635662,-1.2208657047724751,49.665655807694726,-111315900.0,76855200.0,-4421775100.0,4456235800.0,89000
2024-09-04,87000,88800,85100,809682,-3.932584269662921,44.29561426229085,-149275000.0,243807200.0,6203412900.0,-6297945100.0,85500
2024-09-05,86300,86700,83100,869248,-2.1052631578947367,41.79288991665364,4932408700.0,-439201900.0,9759541700.0,-14252748500.0,83700
2024-09-06,84200,85000,77800,1651299,-6.929510155316606,34.9420892643444,5185579900.0,-580089400.0,668550700.0,-5274041200.0,77900
2024-09-09,76500,77600,74700,1215927,-3.465982028241335,32.28864933705118,6008172000.0,-407162200.0,1095458500.0,-6696468300.0,75200
2024-09-10,75700,77200,72600,1000040,-3.4574468085106385,29.93151991442228,-4866536700.0,-77261500.0,1547973000.0,3395825200.0,72600
2024-09-11,73500,76000,73200,1088540,2.7548209366391188,33.92725972344853,-1194269800.0,-64788300.0,-8366496800.0,9625554900.0,74600
2024-09-12,76100,78700,75400,1038162,3.351206434316354,38.63779395873943,3168749000.0,292881500.0,-14223059200.0,10761428700.0,77100
2024-09-13,78200,78400,75000,738217,-0.38910505836575876,38.28506335228322,-2088425700.0,180218100.0,13555445000.0,-11647237400.0,76800
2024-09-19,78500,78500,75600,595954,0.26041666666666663,38.6869257208601,2602425100.0,-13305700.0,-3058438800.0,469319400.0,77000
2024-09-20,79000,79600,77800,803809,2.3376623376623376,42.32681506119245,3877629900.0,-3308526800.0,-6851565900.0,6282462800.0,78800
2024-09-23,78300,83300,77400,1050670,5.0761421319796955,49.501252663350755,3510321200.0,142861200.0,-18045754600.0,14392572200.0,82800
2024-09-24,84500,92600,83800,3095296,8.937198067632849,59.53105217931168,9884428500.0,-641437200.0,-43714042800.0,34471051500.0,90200
2024-09-25,91100,91700,88500,1458453,-1.3303769401330376,57.53541713108104,1518930900.0,-254570700.0,3682657600.0,-4947017800.0,89000
2024-09-26,89300,92000,89000,1251964,3.3707865168539324,61.050712140800265,6535567900.0,-7237400.0,-15228283900.0,8699953400.0,92000
2024-09-27,92000,92500,90300,871180,-0.43478260869565216,60.33355022835105,-1836790400.0,309711700.0,4826373600.0,-3299294900.0,91600
2024-09-30,92600,94100,88600,1303209,-3.2751091703056767,55.10519625648602,1507975800.0,43898100.0,6936831700.0,-8488705600.0,88600
2024-10-02,88000,93300,87600,1295607,4.288939051918736,59.851176734272286,8161486900.0,-218870300.0,-23443502000.0,15500885400.0,92400
2024-10-04,92300,94300,89600,1292805,-3.0303030303030303,55.21907474147411,8286723300.0,693480000.0,20841278700.0,-29821482000.0,89600
2024-10-07,91700,92400,90500,941807,2.455357142857143,57.97139952804744,3398963500.0,437232500.0,2420722800.0,-6256918800.0,91800
2024-10-08,90900,93600,90100,963127,0.5446623093681917,58.59427187681354,5530369200.0,608072200.0,-3801440500.0,-2337000900.0,92300
2024-10-10,92500,92800,88900,1060102,-3.683640303358613,52.85765780076309,-14976074900.0,113172800.0,46877686500.0,-32014784400.0,88900
2024-10-11,88900,91200,86900,967145,-2.249718785151856,49.77083860214061,2392922300.0,491984200.0,-337029500.0,-2547877000.0,86900
2024-10-14,85100,85800,84000,889804,-2.761795166858458,46.278259701515914,-3790398900.0,110567800.0,19816436600.0,-16136605500.0,84500
2024-10-15,84900,86800,82000,866357,-2.603550295857988,43.28009429770575,938416400.0,-543940900.0,6635406700.0,-7029882200.0,82300
2024-10-16,83000,83300,81100,510740,-0.850546780072904,42.340173529456564,-450313000.0,-486822400.0,1200548300.0,-263412900.0,81600
2024-10-17,81400,82300,80600,479881,-1.2254901960784315,40.97128136561748,-545252800.0,-53360200.0,4473443600.0,-3874830600.0,80600
2024-10-18,80400,81200,79500,524564,-0.620347394540943,40.270221175378076,-8202633200.0,32783700.0,973291600.0,7196557900.0,80100
2024-10-21,79700,80700,79200,491581,0.37453183520599254,40.92339269506355,2974295100.0,-10282300.0,-2792428500.0,-171584300.0,80400
2024-10-22,80300,80300,76400,932439,-4.975124378109453,35.369597383885505,-3170177200.0,512218100.0,15872509100.0,-13214550000.0,76400
2024-10-23,76400,80300,75900,783280,4.712041884816754,42.882604910025094,5930708200.0,-37991500.0,-10291734900.0,4399018200.0,80000
2024-10-24,81400,82000,77600,578172,-2.5,40.09411082697444,-2113827700.0,20182700.0,11373557200.0,-9279912200.0,78000
2024-10-25,80700,81200,77800,518879,0.2564102564102564,40.51070393595987,5335906700.0,-13358500.0,-2895991000.0,-2426557200.0,78200
2024-10-28,78800,82400,78800,779377,5.3708439897698215,48.59515594356613,5476385100.0,-127617900.0,-25417325700.0,20068558500.0,82400
2024-10-29,81900,82100,79600,507636,-0.7281553398058253,47.59996810014189,2569978700.0,18079500.0,4417248400.0,-7005306600.0,81800
2024-10-30,81300,82200,80200,383614,-1.7114914425427872,45.27033637301444,-838604500.0,-57754600.0,-2586398200.0,3482757300.0,80400
2024-10-31,79800,81000,78800,474523,-1.7412935323383085,43.003753227247735,-2387728300.0,240688600.0,-502085100.0,2649124800.0,79000
2024-11-01,77400,80400,76700,502844,1.3924050632911391,45.32026068061448,1961375000.0,-311885200.0,-10409583400.0,8760093600.0,80100
2024-11-04,80400,86900,79900,1520397,7.365792759051186,55.7164442403827,15484757700.0,-78920200.0,-42030078500.0,26624241000.0,86000
2024-11-05,85400,87900,84400,734254,0.813953488372093,56.766703612082644,2948681300.0,52664700.0,-12065754400.0,9064408400.0,86700
2024-11-06,88900,89000,78900,1990252,-7.612456747404845,45.74950745819584,-391918800.0,303036700.0,32709165600.0,-32620283500.0,80100
2024-11-07,79800,80600,76700,1094870,-1.8726591760299627,43.674875386587985,-4151714500.0,-2879290000.0,-826134700.0,7857139200.0,78600
2024-11-08,79600,82400,79600,839561,1.2722646310432568,45.450847319075585,-500511500.0,-559136100.0,-14374742500.0,15434390100.0,79600
2024-11-11,79700,81100,76400,859486,-3.7688442211055273,41.24888557248038,-1953544900.0,-226889100.0,2774582300.0,-594148300.0,76600
2024-11-12,77200,79000,76300,767060,0.7832898172323759,42.39592409448955,2405124700.0,-64440600.0,-12519150900.0,10178466800.0,77200
2024-11-13,76700,78000,73300,905494,-3.4974093264248705,38.731363727354776,7292197300.0,-43827400.0,-10647957200.0,3399587300.0,74500
2024-11-14,74800,76300,68600,1490233,-7.919463087248323,32.184698285822435,7446355800.0,-69279800.0,-7040376400.0,-336699600.0,68600
2024-11-15,65900,67900,61900,2589689,-4.810495626822157,29.210667551145036,6273545400.0,-2706286800.0,-38716758200.0,35149499600.0,65300
2024-11-18,65300,69300,64800,1276021,3.522205206738132,33.80200709793216,-264953200.0,-70320100.0,-9965159800.0,10300433100.0,67600
2024-11-19,67900,69300,65700,728000,1.6272189349112427,35.94191498188029,2680272900.0,-171983000.0,-1902114700.0,-606175200.0,68700
2024-11-20,68400,71900,67600,698877,1.8922852983988356,38.47324974990945,2755598600.0,-82461900.0,-110906200.0,-2562230500.0,70000
2024-11-21,70500,75400,69600,1291072,6.428571428571428,46.37299395278171,8491930900.0,-367522000.0,-15809417700.0,7685008800.0,74500
2024-11-22,74900,76500,74200,771420,1.476510067114094,48.12631328560735,7831879600.0,-214425000.0,-10079636100.0,2462181500.0,75600
2024-11-25,76900,82200,76000,1684327,4.365079365079365,53.08219667212596,6926250100.0,-250542300.0,-25824256900.0,19148549100.0,78900
2024-11-26,79300,86700,78700,2526185,0.6337135614702154,53.80236571397578,-8597200.0,-665593700.0,7036395500.0,-6362204600.0,79400
2024-11-27,80100,82700,78200,1105352,-1.2594458438287155,52.080548649835876,1022362300.0,-98388200.0,621321900.0,-1545296000.0,78400
2024-11-28,80300,81500,79000,781363,2.5510204081632653,55.170583653197454,2117157700.0,87400200.0,-2026307800.0,-178250100.0,80400
2024-11-29,80100,80200,76100,799794,-5.348258706467662,48.00342626112684,-965602200.0,431738700.0,5091506900.0,-4557643400.0,76100
2024-12-02,77000,78700,75000,817051,-0.657030223390276,47.23502208200042,1358439700.0,98804100.0,-9329889900.0,7872646100.0,75600
2024-12-03,76300,76800,73200,990626,-2.380952380952381,44.474951734121895,-3017992000.0,-200098600.0,-3075953400.0,6294044000.0,73800
2024-12-04,72400,73700,71000,1061668,-3.387533875338753,40.90029263703367,263057200.0,-362652100.0,-8846167700.0,8945762600.0,71300
2024-12-05,72000,72500,69400,710617,-2.244039270687237,38.75347827950163,-1772764100.0,-105911900.0,-415927000.0,2294603000.0,69700
2024-12-06,70300,71800,68400,1113643,1.5781922525107603,41.04460451636295,9874373800.0,195537200.0,-14401341100.0,4331430100.0,70800
2024-12-09,70000,72900,69000,1273948,-0.9887005649717515,40.01866853286297,7511146700.0,462061900.0,-15068233600.0,7095025000.0,70100
2024-12-10,72200,72600,71000,804575,2.1398002853067046,43.28983752632381,3227262100.0,-279613100.0,2865513400.0,-5813162400.0,71600
2024-12-11,71600,73700,70600,798344,-0.6983240223463687,42.45861720228273,-4345196700.0,-92168600.0,7946906900.0,-3509541600.0,71100
2024-12-12,72300,72500,70000,1169282,0.42194092827004215,43.16378308884765,-8385550100.0,33249700.0,5316302100.0,3035998300.0,71400
2024-12-13,71300,72600,70800,750372,1.1204481792717087,45.09605382189746,560406000.0,96374700.0,-4909288100.0,4252507400.0,72200
2024-12-16,72800,73100,70800,693342,-0.8310249307479225,43.89084392022103,-4098117900.0,-23693800.0,7487634000.0,-3365822300.0,71600
2024-12-17,71800,71800,66500,1333523,-6.284916201117319,36.09863072325653,-2864043200.0,57291200.0,11872311100.0,-9065559100.0,67100
2024-12-18,67700,68300,67200,695833,0.8941877794336811,37.68713373791132,2216460900.0,-253685000.0,-8145086200.0,6182310300.0,67700
2024-12-19,66000,68000,65900,635333,-1.9202363367799113,35.62098946714981,-2704823100.0,90404600.0,356423400.0,2257995100.0,66400
2024-12-20,66600,67200,63100,855774,-4.066265060240964,31.730138489313774,-603206400.0,-874514500.0,892847500.0,584873400.0,63700
2024-12-23,64100,64500,61000,991972,-0.9419152276295133,30.921832110966577,2735789700.0,-269468200.0,-6484783100.0,4018461600.0,63100
2024-12-24,63400,64500,61400,862807,-2.535657686212361,28.813886979806114,-1639242200.0,-725111000.0,6240284300.0,-3875931100.0,61500
2024-12-26,62100,62300,58700,1253061,-4.5528455284552845,25.53348603300293,1626764700.0,1135121600.0,-7385736700.0,4623850400.0,58700
2024-12-27,58700,59600,56400,1384361,-2.8960817717206133,23.764481306540958,-3879412700.0,761492900.0,-5501248400.0,8619168200.0,57000
2024-12-30,57000,59400,56700,896501,0.8771929824561403,25.40150407062508,-2355481200.0,175918600.0,-4963316400.0,7142879000.0,57500
2025-01-02,57600,57700,55100,917528,-4.0,22.95921579691651,-1115680100.0,258734800.0,3654013500.0,-2797068200.0,55200
2025-01-03,55500,63100,55500,3045565,10.144927536231885,38.47101335965695,935961500.0,88566700.0,-13063325700.0,12038797500.0,60800
